text,category,encode_cat
"-bit of a shake that I needed, you know, just sort of remind me. I might feel okay. I might-- From my perspective, your perspective, you're thinking, ""Well, what's the problem? Everything's fine.""",reflection,2
It sounds like you're very committed to that.,reflection,2
Okay. Why do you think it's not something less like a six?,question,0
Yet you're sitting here with me today-,reflection,2
-to stop drinking.,other,3
So what will it take for you to start thinking about some of her hopes and sharing some of her hopes?,question,0
"-going back to polytech is-- would-would require a really big change in the way which you're currently living, and you're not quite sure if you can do that.",reflection,2
I love it. Union break.,other,3
"Well, let's get back to your blood pressure then and see what we need to do about that.",other,3
Yeah. It counts.,reflection,2
"So, um, it also, um-- Anyway, it's-it's when people are just saying, ""Um, you know, this is why I don't wanna change. You know, I'm happy the way that I am. You know, it's, you know, um, God made it that marijuana stuff,"" you know, things like that. So-",therapist_input,1
So one thing that you noticed is diet and the eating patterns and-,reflection,2
"I'm good. Um, wow, what's changed? What do we have here?",question,0
"Okay, and allow you to afford everything you need to afford.",reflection,2
"Yeah, good. That sounds good. Mike, has there even been, if any, um, a time in your life when you've thought about, um, not drinking at all?",question,0
"I'm sorry, I'm not a football fan but it's Super Bowl coming up, right?",question,0
"Hmm. So, what- can you let me know or-or what do you know about your asthma and the things that affected or might make it worse?",question,0
"Not huge changes, but some little things you could do.",reflection,2
It's what I'm hearing you saying bring-- be a little bit more in control of what's-what's going on for me.,reflection,2
"Sure. I wonder if now that your workplace is going smoke-free, if there will be some people at work who planning to quit.",question,0
Yeah. So you're wanting to feel stronger so that you can open jars and other things and- and also just have a better sense of confidence.,reflection,2
"Yeah. Well, it's possible you strained your ankle as a result of the alcohol. You know, it can actually affect your balance and stability. So, really, you know, for where you are right now, you're drinking a good amount more than what's recommended. And, you know, I want you to be healthy. And I don't want to see you coming back in here for something else. So I'm really gonna recommend that you try to cut down to that amount. So, do you think you could do that, cut down to no more than three drinks on a given day?",therapist_input,1
"Okay. Well, thank you, Tanya.",other,3
"Sal, what, uh, do you understand that what happened 6 years ago or 10 years ago, your asthma is progressively getting worse. You know very well that the puffers, the strength of the medication is getting higher and higher, and there's only so much that can be done with medication alone. You know this.",therapist_input,1
You must like that statue.,reflection,2
"Well, it's only been a month.",therapist_input,1
"So, do you think sometimes you weren't even aware",question,0
"-over the last year and maybe also the effect on-on um, your job and being able-- maybe you're not auditioning as well as you might.",reflection,2
"So that's a hormone or a chemical, it allows you to utilize sugar in your body.",therapist_input,1
That surprised you?,question,0
Oh.,other,3
